0.358,0.374,0.36,0.364,0.424,0.32
0.401,0.403,0.4,0.397,0.339,0.16
0.323,0.334,0.32,0.33,0.424,0.48
0.43,0.432,0.44,0.43,0.339,0.16
0.38,0.345,0.384,0.38,0.424,0.32
0.344,0.357,0.336,0.347,0.339,0.641
0.399,0.391,0.392,0.39,0.339,0.32
